"","id_sample","method","Replicate.number","gradient","alti","INat","abundance","stade","state","sexe","mass","referential","canonic","id","rankName","referenceName","familyName","orderName","className","phylumName"
"36","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"37","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"38","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"39","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"40","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"41","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","ANI-21-0552","barber",1,"ARG","1620",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","ANI-21-0563","barber",1,"ARG","1790",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"52","ANI-21-0563","barber",1,"ARG","1790",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"53","ANI-21-0563","barber",1,"ARG","1790",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"54","ANI-21-0563","barber",1,"ARG","1790",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"55","ANI-21-0563","barber",1,"ARG","1790",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"56","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"67","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"68","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"69","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"70","ANI-21-0563","barber",1,"ARG","1790",1,2,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"71","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"72","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"73","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"74","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"75","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"76","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","ANI-21-0563","barber",1,"ARG","1790",1,3,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"82","ANI-21-0563","barber",1,"ARG","1790",1,3,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"83","ANI-21-0563","barber",1,"ARG","1790",1,3,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"84","ANI-21-0563","barber",1,"ARG","1790",1,3,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"85","ANI-21-0563","barber",1,"ARG","1790",1,3,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"86","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"87","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"88","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"89","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"90","ANI-21-0563","barber",1,"ARG","1790",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"91","ANI-21-0563","barber",1,"ARG","1790",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","ANI-21-0563","barber",1,"ARG","1790",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ANI-21-0563","barber",1,"ARG","1790",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","ANI-21-0563","barber",1,"ARG","1790",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ANI-21-0563","barber",1,"ARG","1790",1,1,"larv","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ANI-21-0574","barber",1,"ARG","2000",1,1,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"97","ANI-21-0574","barber",1,"ARG","2000",1,1,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"98","ANI-21-0574","barber",1,"ARG","2000",1,1,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"99","ANI-21-0574","barber",1,"ARG","2000",1,1,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"100","ANI-21-0574","barber",1,"ARG","2000",1,1,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"101","ANI-21-0574","barber",1,"ARG","2000",1,1,"juv","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","ANI-21-0574","barber",1,"ARG","2000",1,1,"juv","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","ANI-21-0574","barber",1,"ARG","2000",1,1,"juv","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","ANI-21-0574","barber",1,"ARG","2000",1,1,"juv","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","ANI-21-0574","barber",1,"ARG","2000",1,1,"juv","","unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","ANI-21-0574","barber",1,"ARG","2000",1,18,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"107","ANI-21-0574","barber",1,"ARG","2000",1,18,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"108","ANI-21-0574","barber",1,"ARG","2000",1,18,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"109","ANI-21-0574","barber",1,"ARG","2000",1,18,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"110","ANI-21-0574","barber",1,"ARG","2000",1,18,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"111","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.0336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.0336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.0336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.0336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.0336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"117","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"118","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"119","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"120","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","",NA,"gbif",NA,8517289,"Genre","Polyphaga Brull̩, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"121","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","ANI-21-0574","barber",1,"ARG","2000",1,1,"ad","","male",0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","ANI-21-0574","barber",1,"ARG","2000",1,7,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"127","ANI-21-0574","barber",1,"ARG","2000",1,7,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"128","ANI-21-0574","barber",1,"ARG","2000",1,7,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"129","ANI-21-0574","barber",1,"ARG","2000",1,7,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"130","ANI-21-0574","barber",1,"ARG","2000",1,7,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"131","ANI-21-0574","barber",1,"ARG","2000",1,4,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","ANI-21-0574","barber",1,"ARG","2000",1,4,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","ANI-21-0574","barber",1,"ARG","2000",1,4,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","ANI-21-0574","barber",1,"ARG","2000",1,4,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","ANI-21-0574","barber",1,"ARG","2000",1,4,"ad","","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","ANI-21-0585","barber",1,"ARG","2230",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"137","ANI-21-0585","barber",1,"ARG","2230",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"138","ANI-21-0585","barber",1,"ARG","2230",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"139","ANI-21-0585","barber",1,"ARG","2230",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"140","ANI-21-0585","barber",1,"ARG","2230",1,4,"","","",NA,"taxref","Collembola",184571,"Ordre","Collembola Lubbock, 1870",NA,"Collembola","Entognatha","Arthropoda"
"141","ANI-21-0585","barber",1,"ARG","2230",1,13,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"142","ANI-21-0585","barber",1,"ARG","2230",1,13,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"143","ANI-21-0585","barber",1,"ARG","2230",1,13,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"144","ANI-21-0585","barber",1,"ARG","2230",1,13,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"145","ANI-21-0585","barber",1,"ARG","2230",1,13,"ad","","female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"146","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","ANI-21-0585","barber",1,"ARG","2230",1,1,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"152","ANI-21-0585","barber",1,"ARG","2230",1,1,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"153","ANI-21-0585","barber",1,"ARG","2230",1,1,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"154","ANI-21-0585","barber",1,"ARG","2230",1,1,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"155","ANI-21-0585","barber",1,"ARG","2230",1,1,"","","",NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"156","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"162","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"163","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"164","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"165","ANI-21-0585","barber",1,"ARG","2230",1,1,"ad","","",NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
